-1.9000181 -0.022717668 0.0011966283
-1.8800292 -0.022351954 0.0012447487
-1.8600402 -0.023031117 0.001163946
-1.8400513 -0.022711441 0.0011859654
-1.8200623 -0.021921942 0.0012443912
-1.8000734 -0.023624226 0.0012330249
-1.7800844 -0.023107652 0.0011757789
-1.7600955 -0.023909777 0.0012037971
-1.7401065 -0.024444077 0.0012376673
-1.7201176 -0.025755515 0.0011894299
-1.7001287 -0.02707627 0.0011898534
-1.6801397 -0.024498003 0.0012035905
-1.6601508 -0.028348504 0.0012282234
-1.6401618 -0.026844231 0.0012017235
-1.6201729 -0.030194534 0.0011848629
-1.6001838 -0.031675104 0.0012241227
-1.580195 -0.035733864 0.0012383831
-1.5602059 -0.034604289 0.0011573633
-1.540217 -0.041012183 0.0011782736
-1.5202281 -0.043228801 0.0012400867
-1.5002391 -0.040217038 0.0012405564
-1.4802502 -0.037611034 0.0011743419
-1.4602612 -0.033810332 0.0012103546
-1.4402723 -0.029863112 0.00123123
-1.4202833 -0.026674526 0.0011828021
-1.4002944 -0.027444536 0.0011737706
-1.3803054 -0.025083452 0.0012203633
-1.3603165 -0.025305811 0.0012227787
-1.3403276 -0.023980347 0.0011878381
-1.3203386 -0.026618363 0.001169257
-1.3003497 -0.023883145 0.0012045158
-1.2803607 -0.024417209 0.0012202689
-1.2603718 -0.024383619 0.0011709203
-1.2403828 -0.024444133 0.001178453
-1.2203939 -0.025453664 0.0012624215
-1.2004049 -0.023859691 0.0012312839
-1.180416 -0.022699926 0.0011737258
-1.1604271 -0.022511499 0.0012205235
-1.1404381 -0.025606835 0.0012390269
-1.1204492 -0.023315171 0.001196467
-1.1004602 -0.022334114 0.0011839952
1.3999892 -0.01669281 0.0011790744
1.4199783 -0.018190565 0.0011789559
1.4399672 -0.014695761 0.001174282
1.4599562 -0.013593029 0.001157765
1.4799451 -0.015556748 0.0011493302
1.4999341 -0.011067681 0.0011810155
1.519923 -0.011669892 0.0011738521
1.539912 -0.0083773416 0.0011852377
1.5599009 -0.007953289 0.0012054436
1.5798898 -0.0046174875 0.0011919459
1.5998788 -0.00036145255 0.0011570277
1.6198677 0.0029958887 0.0011635101
1.6398567 0.013064626 0.0011695868
1.6598456 0.024298767 0.0011743472
1.6798346 0.038090531 0.0011824556
1.6998235 0.052320492 0.0011779569
1.7198124 0.058144823 0.001175623
1.7398014 0.053199328 0.0011708892
1.7597903 0.03761695 0.0011525708
1.7797793 0.020820307 0.0011543848
1.7997682 0.010099971 0.0011790171
1.8197572 0.0023253511 0.0011730046
1.8397461 -0.0046533463 0.0011854913
1.8597351 -0.0059877681 0.0011934201
1.879724 -0.010133278 0.0012188787
1.8997129 -0.010686184 0.0011599759
1.9197019 -0.013907162 0.0011760598
1.9396908 -0.013617851 0.0011701282
1.9596798 -0.013109957 0.0011686799
1.9796687 -0.016056646 0.0011843048
1.9996578 -0.014738668 0.0011658085
2.0196466 -0.013169055 0.0011742504
2.0396357 -0.014240013 0.0011718839
2.0596244 -0.013741185 0.0011501299
2.0796134 -0.015397899 0.0011418994
2.0996025 -0.013695968 0.0011779886
2.1195915 -0.012521449 0.0011650205
2.1395802 -0.013603922 0.0011601181
2.1595693 -0.012120428 0.0011924243
2.1795583 -0.0098190336 0.0011929448
2.1995471 -0.0079854559 0.0011527494
2.2195361 -0.0046543707 0.0011652132
2.2395251 -0.0025665304 0.0011705848
2.2595141 0.0020396025 0.0011652977
2.2795029 0.0015686358 0.0011569024
2.2994919 -2.0791029e-005 0.0011773142
2.3194809 -0.0043604332 0.0011739307
2.3394699 -0.012501784 0.0011885158
2.3594587 -0.013587923 0.001156237
2.3794477 -0.015143464 0.0011509559
2.3994367 -0.016131697 0.0011682342
2.4194255 -0.016950427 0.0011588186
2.4394145 -0.017843135 0.0011678288
2.4594035 -0.018250046 0.0012597007
2.4793925 -0.017756786 0.0011817452
2.4993813 -0.017802047 0.0011530303
2.5193703 -0.020091066 0.0011645701
2.5393593 -0.019167844 0.0011571025
2.5593481 -0.021201864 0.0011580295
2.5793371 -0.019830961 0.0011759056
2.5993261 -0.020263597 0.0011741637
